3.141593e+00	1	4.066264e-01	1.000000e+00
3.141593e+00	2	2.525008e-01	1.610396e+00
3.141593e+00	4	1.504180e-01	2.703310e+00
3.141593e+00	8	9.596319e-02	4.237316e+00
3.141593e+00	16	5.506750e-02	7.384143e+00
3.141593e+00	32	3.135069e-02	1.297025e+01
